date;Indice des actions;Température;Emission CO2;Emission CO2;Euro to US $;Taux d'intérêt;Prix du pétrole;;;
date;PGN;TGN;CO2GN exprimés en Millions;CO2GN;GNUS;IGN;Oil;;;
21/03/2022;14326,97;4,17;2,04834849;2048348,49;0,90502;0,446;122,29;;;
22/03/2022;14473,2;5,77;2,01979842;2019798,42;0,90728;0,506;121,53;;;
23/03/2022;14283,65;8,35;2,02002478;2020024,78;0,90897;0,479;127,52;;;
24/03/2022;14273,79;6,41;2,03151634;2031516,34;0,90847;0,527;123,98;;;
25/03/2022;14305,76;8,5;2,02971552;2029715,52;0,91037;0,569;122,67;;;
28/03/2022;14417,37;7,48;2,09583465;2095834,65;0,91162;0,584;114,5;;;
29/03/2022;14820,33;6,69;2,09981177;2099811,77;0,9007;0,641;112,79;;;
30/03/2022;14606,05;4,34;2,12269425;2122694,25;0,8957;0,657;115,59;;;
31/03/2022;14414,75;2,88;2,13080269;2130802,69;0,89876;0,554;107,29;;;
01/04/2022;14446,48;2,58;2,14893181;2148931,81;0,90608;0,564;106,13;;;
04/04/2022;14518,16;3,01;2,21279823;2212798,23;0,90938;0,519;108,15;;;
05/04/2022;14424,36;6,43;2,19265372;2192653,72;0,9142;0,613;106,6;;;
06/04/2022;14151,69;10,05;2,09763618;2097636,18;0,91579;0,647;100,81;;;
07/04/2022;14078,15;9,35;1,99617782;1996177,82;0,91646;0,68;99,83;;;
08/04/2022;14283,67;6,34;1,95272908;1952729,08;0,91967;0,712;101,26;;;
11/04/2022;14192,78;5,92;1,85563783;1855637,83;0,91768;0,813;97,92;;;
12/04/2022;14124,95;7,83;1,81903179;1819031,79;0,91967;0,79;104,42;;;
13/04/2022;14076,44;11,3;1,82765109;1827651,09;0,92187;0,775;108,49;;;
14/04/2022;14163,85;11,43;1,86573875;1865738,75;0,92795;0,84;110,83;;;
15/04/2022;14163,85;7,1;1,81798509;1817985,09;0,92795;0,84;110,83;;;
18/04/2022;14163,85;7,65;1,70383894;1703838,94;0,92648;0,84;110,83;;;
19/04/2022;14153,46;7,47;1,7093425;1709342,5;0,92708;0,918;105,49;;;
20/04/2022;14362,03;8,47;1,72041684;1720416,84;0,92034;0,863;105,05;;;
21/04/2022;14502,41;8,86;1,72558941;1725589,41;0,92213;0,923;107,2;;;
22/04/2022;14142,09;9,8;1,73769289;1737692,89;0,92803;0,923;105,15;;;
25/04/2022;13924,17;8,59;1,78008776;1780087,76;0,93392;0,844;99,27;;;
26/04/2022;13756,4;10,37;1,82339898;1823398,98;0,93892;0,801;102,89;;;
27/04/2022;13793,94;11,32;1,85771558;1857715,58;0,9508;0,809;103,3;;;
28/04/2022;13979,84;10,72;1,87829072;1878290,72;0,95089;0,899;105,78;;;
29/04/2022;14097,88;12,27;1,92283338;1922833,38;0,94791;0,938;108,36;;;
02/05/2022;13939,07;12,82;1,9754615;1975461,5;0,95025;0,959;108,36;;;
03/05/2022;14039,47;12,05;1,96887141;1968871,41;0,9489;0,952;104,94;;;
04/05/2022;13970,82;13,81;1,95652012;1956520,12;0,948;0,981;110,53;;;
05/05/2022;13902,52;13,73;1,9518998;1951899,8;0,94962;1,043;112,11;;;
06/05/2022;13674,29;14,08;1,93461;1934610;0,94491;1,142;113,86;;;
09/05/2022;13380,67;13,51;1,83829198;1838291,98;0,94967;1,092;106,67;;;
10/05/2022;13534,74;17,32;1,77519792;1775197,92;0,9485;1,003;102,61;;;
11/05/2022;13828,64;20,3;1,684553;1684553;0,94818;1,001;107,7;;;
12/05/2022;13739,64;15,87;1,60632629;1606326,29;0,96038;0,871;108,06;;;
13/05/2022;14027,93;14,29;1,54381522;1543815,22;0,96205;0,951;112,12;;;
16/05/2022;13964,38;17,93;1,43927806;1439278,06;0,96117;0,934;114,86;;;
17/05/2022;14185,94;15,8;1,45307339;1453073,39;0,94917;1,05;112,89;;;
18/05/2022;14007,76;17,79;1,47589836;1475898,36;0,95125;1,014;110,04;;;
19/05/2022;13882,3;20,71;1,47583523;1475835,23;0,94433;0,939;113,22;;;
20/05/2022;13981,91;20,27;1,47666031;1476660,31;0,94715;0,944;113,63;;;
23/05/2022;14175,4;17,37;1,46405755;1464057,55;0,93734;1,023;115,13;;;
24/05/2022;13919,75;17,05;1,4462111;1446211,1;0,93227;0,95;115,77;;;
25/05/2022;14007,93;15,32;1,43856396;1438563,96;0,93637;0,947;116,41;;;
26/05/2022;14231,29;16,76;1,37363392;1373633,92;0,93305;0,994;119,81;;;
27/05/2022;14462,19;14,86;1,33245761;1332457,61;0,93371;0,961;121,19;;;
30/05/2022;14575,98;11,9;1,4228004;1422800,4;0,92769;1,045;123,01;;;
31/05/2022;14388,35;14,64;1,48291741;1482917,41;0,93349;1,125;125,53;;;
01/06/2022;14340,47;14,65;1,51143454;1511434,54;0,93743;1,179;122,2;;;
02/06/2022;14485,17;14,78;1,5984147;1598414,7;0,93314;1,229;122,2;;;
03/06/2022;14460,09;18,72;1,64796371;1647963,71;0,93266;1,272;125,68;;;
06/06/2022;14653,81;20,59;1,51262334;1512623,34;0,93279;1,329;124,99;;;
07/06/2022;14556,62;19,24;1,45750692;1457506,92;0,9341;1,287;126,89;;;
08/06/2022;14445,99;20,26;1,44057468;1440574,68;0,93184;1,349;129,2;;;
09/06/2022;14198,8;18,84;1,44007286;1440072,86;0,93892;1,435;128,47;;;
10/06/2022;13761,83;19,91;1,44485146;1444851,46;0,94962;1,498;127,44;;;
13/06/2022;13427,03;16,37;1,49376712;1493767,12;0,95946;1,626;128,44;;;
14/06/2022;13304,39;15,9;1,49972352;1499723,52;0,96057;1,738;127,02;;;
15/06/2022;13485,29;19,78;1,50295805;1502958,05;0,96057;1,645;124,96;;;
16/06/2022;13038,49;19,08;1,48015373;1480153,73;0,95274;1,696;125,78;;;
17/06/2022;13126,26;20,12;1,47008188;1470081,88;0,95625;1,662;119,22;;;
20/06/2022;13265,6;15,4;1,4783981;1478398,1;0,94908;1,753;118,25;;;
21/06/2022;13292,4;18,73;1,49052213;1490522,13;0,94657;1,763;118,51;;;
22/06/2022;13144,28;21,65;1,50822359;1508223,59;0,94371;1,624;115,54;;;
23/06/2022;12912,59;22,87;1,54391273;1543912,73;0,9498;1,436;114,5;;;
24/06/2022;13118,13;25,01;1,55521945;1555219,45;0,94836;1,442;117,36;;;
27/06/2022;13186,07;27,86;1,61126747;1611267,47;0,94362;1,542;119,69;;;
28/06/2022;13231,82;21,56;1,60872664;1608726,64;0,95107;1,639;122,21;;;
29/06/2022;13003,35;21,65;1,60355446;1603554,46;0,95434;1,506;120,8;;;
30/06/2022;12783,77;22,99;1,62562554;1625625,54;0,95653;1,367;119,78;;;
01/07/2022;12813,03;20,44;1,65438115;1654381,15;0,96232;1,231;119,21;;;
04/07/2022;12773,38;21,74;1,61679926;1616799,26;0,95932;1,34;121,8;;;
05/07/2022;12401,2;20,74;1,61463067;1614630,67;0,97637;1,184;110,49;;;
06/07/2022;12594,52;18,48;1,60549692;1605496,92;0,98092;1,159;108,54;;;
07/07/2022;12843,22;16,89;1,56256967;1562569,67;0,98328;1,288;113,4;;;
08/07/2022;13015,23;17,77;1,52999233;1529992,33;0,98295;1,341;113,95;;;
11/07/2022;12832,44;18,55;1,51887266;1518872,66;0,99172;1,25;114,85;;;
12/07/2022;12905,48;20,8;1,51477545;1514775,45;0,99507;1,133;106,98;;;
13/07/2022;12756,32;24,47;1,52073537;1520735,37;0,98917;1,148;107,17;;;
14/07/2022;12519,66;20,06;1,52823447;1528234,47;1,00035;1,184;107,74;;;
15/07/2022;12864,72;17,53;1,53199097;1531990,97;0,99211;1,125;112,26;;;
18/07/2022;12959,81;22,65;1,51545501;1515455,01;0,98082;1,215;117,27;;;
19/07/2022;13308,41;26,73;1,51713069;1517130,69;0,97585;1,279;114,96;;;
20/07/2022;13281,98;29,22;1,50256316;1502563,16;0,97919;1,262;115,86;;;
21/07/2022;13246,64;25,65;1,51846074;1518460,74;0,98116;1,225;112,81;;;
22/07/2022;13253,68;22,3;1,53786325;1537863,25;0,97747;1,02;106,77;;;
25/07/2022;13210,32;26,76;1,57617942;1576179,42;0,97871;1,024;108,23;;;
26/07/2022;13096,93;20,73;1,56919797;1569197,97;0,98683;0,929;107,32;;;
27/07/2022;13166,38;18,07;1,58212283;1582122,83;0,98809;0,938;109,64;;;
28/07/2022;13282,11;18,26;1,57527605;1575276,05;0,98469;0,802;109,68;;;
29/07/2022;13484,05;21,3;1,5692781;1569278,1;0,98073;0,827;111,51;;;
01/08/2022;13479,63;21,73;1,59119087;1591190,87;0,97343;0,763;106,09;;;
02/08/2022;13449,2;22,02;1,58784278;1587842,78;0,98044;0,782;106,51;;;
03/08/2022;13587,56;27,22;1,57241251;1572412,51;0,98712;0,864;101,82;;;
04/08/2022;13662,68;29,54;1,56042899;1560428,99;0,97929;0,804;97,99;;;
05/08/2022;13573,93;23,98;1,55065446;1550654,46;0,98372;0,955;100,31;;;
08/08/2022;13687,69;22,12;1,53704287;1537042,87;0,97871;0,899;103,46;;;
09/08/2022;13534,97;21,73;1,53291435;1532914,35;0,97819;0,924;103,81;;;
10/08/2022;13700,93;22,35;1,53199622;1531996,22;0,96567;0,885;105,06;;;
11/08/2022;13694,51;23,87;1,51854008;1518540,08;0,9666;0,973;107,19;;;
12/08/2022;13795,85;24,29;1,49454329;1494543,29;0,97613;0,994;103,7;;;
15/08/2022;13816,61;24,9;1,44793427;1447934,27;0,98092;0,896;98,25;;;
16/08/2022;13910,12;25,15;1,44653299;1446532,99;0,98237;0,978;95,36;;;
17/08/2022;13626,71;26,94;1,44450764;1444507,64;0,98401;1,081;97,22;;;
18/08/2022;13697,41;25,62;1,45823131;1458231,31;0,98722;1,094;96,35;;;
19/08/2022;13544,52;23,13;1,47919656;1479196,56;0,99587;1,228;96,45;;;
22/08/2022;13230,57;20,32;1,54371295;1543712,95;1,00336;1,293;95,06;;;
23/08/2022;13194,23;21,15;1,5615361;1561536,1;1,00135;1,317;99,49;;;
24/08/2022;13220,06;23,02;1,58073466;1580734,66;1,0008;1,359;99,87;;;
25/08/2022;13271,96;24,17;1,59177055;1591770,55;1,00185;1,324;98,81;;;
26/08/2022;12971,47;24,31;1,60380597;1603805,97;0,99835;1,398;101,13;;;
29/08/2022;12892,99;18,41;1,61111485;1611114,85;1,00165;1,501;101,13;;;
30/08/2022;12961,14;18,51;1,6171583;1617158,3;1,00115;1,507;99,34;;;
31/08/2022;12834,96;18,29;1,63973533;1639735,33;0,99448;1,535;96,55;;;
01/09/2022;12630,23;17,56;1,65679369;1656793,69;1,00644;1,564;92,24;;;
02/09/2022;13050,27;17,38;1,66397063;1663970,63;0,99726;1,521;93,09;;;
05/09/2022;12760,78;19,44;1,64743641;1647436,41;1,00801;1,567;94,22;;;
06/09/2022;12871,44;17,95;1,64603312;1646033,12;1,00964;1,605;91,43;;;
07/09/2022;12915,97;19,71;1,63771442;1637714,42;1,00518;1,574;86,83;;;
08/09/2022;12904,32;17,13;1,64450982;1644509,82;1,00437;1,712;87,99;;;
09/09/2022;13088,21;17,44;1,65626101;1656261,01;0,99577;1,703;91,68;;;
12/09/2022;13402,27;16,5;1,74840057;1748400,57;0,98707;1,644;93,45;;;
13/09/2022;13188,95;17,08;1,75148106;1751481,06;0,99845;1,725;92,04;;;
14/09/2022;13028;14,64;1,75977495;1759774,95;1,00025;1,689;92,83;;;
15/09/2022;12956,66;14,55;1,75593396;1755933,96;1,00045;1,733;89,28;;;
16/09/2022;12741,26;13,67;1,72893614;1728936,14;0,99696;1,764;89,43;;;
19/09/2022;12803,24;11,86;1,6451437;1645143,7;0,99875;1,789;89,43;;;
20/09/2022;12670,83;11,77;1,69504476;1695044,76;1,00055;1,945;89,62;;;
21/09/2022;12767,15;12,26;1,74021334;1740213,34;1,0123;1,89;89,86;;;
22/09/2022;12531,63;11,51;1,78927753;1789277,53;1,0188;1,983;90,4;;;
23/09/2022;12284,19;11,5;1,86073712;1860737,12;1,03034;2,035;84,29;;;
26/09/2022;12227,92;12,75;1,99583365;1995833,65;1,03643;2,092;82,55;;;
27/09/2022;12139,68;11,01;1,98261606;1982616,06;1,03939;2,251;85,97;;;
28/09/2022;12183,28;8,48;1,98878794;1988787,94;1,03837;2,14;89,55;;;
29/09/2022;11975,55;9,58;1,99850918;1998509,18;1,02391;2,21;89,41;;;
30/09/2022;12114,36;10,43;1,98413526;1984135,26;1,02077;2,111;88,9;;;
03/10/2022;12209,48;12,49;1,81549595;1815495,95;1,01859;1,894;90,68;;;
04/10/2022;12670,48;13,3;1,79570853;1795708,53;1,00437;1,888;93,74;;;
05/10/2022;12517,18;13,52;1,69543382;1695433,82;1,01466;2,02;94,35;;;
06/10/2022;12470,78;14,03;1,61498724;1614987,24;1,01611;2,08;95,65;;;
07/10/2022;12273;11,4;1,59031553;1590315,53;1,02192;2,194;98,88;;;
10/10/2022;12272,94;11,06;1,73399204;1733992,04;1,03066;2,322;97,13;;;
11/10/2022;12220,25;10,59;1,76876171;1768761,71;1,02997;2,309;95,17;;;
12/10/2022;12172,26;10,27;1,86399629;1863996,29;1,03087;2,343;93,44;;;
13/10/2022;12355,58;10,45;1,93107401;1931074,01;1,02918;2,296;95,16;;;
14/10/2022;12437,81;12,91;1,95457782;1954577,82;1,02527;2,357;92,22;;;
17/10/2022;12649,03;17,56;1,86047573;1860475,73;1,01869;2,27;91,04;;;
18/10/2022;12765,61;13,77;1,82916341;1829163,41;1,01518;2,272;89,46;;;
19/10/2022;12741,41;10,33;1,79218201;1792182,01;1,0214;2,366;91,34;;;
20/10/2022;12767,41;8,8;1,73934376;1739343,76;1,0159;2,401;91,52;;;
21/10/2022;12730,9;12,26;1,70549074;1705490,74;1,02077;2,44;91,82;;;
24/10/2022;12931,45;14,62;1,63966139;1639661,39;1,01169;2,347;91,57;;;
25/10/2022;13052,96;12,99;1,59765492;1597654,92;1,00417;2,167;91,76;;;
26/10/2022;13195,81;11,74;1,56919657;1569196,57;0,99517;2,116;92,93;;;
27/10/2022;13211,23;13,4;1,54528415;1545284,15;1,00025;1,982;94,17;;;
28/10/2022;13243,33;16,29;1,50211779;1502117,79;1,00508;2,088;94,64;;;
31/10/2022;13253,74;13,84;1,52572411;1525724,11;1,01179;2,157;93,3;;;
01/11/2022;13338,74;12,77;1,4870401;1487040,1;1,01291;2,125;95,12;;;
02/11/2022;13256,74;9,6;1,46442361;1464423,61;1,01297;2,139;96,07;;;
03/11/2022;13130,19;8,34;1,48044471;1480444,71;1,02475;2,247;95,29;;;
04/11/2022;13459,85;8,58;1,55493374;1554933,74;1,01056;2,29;99,53;;;
07/11/2022;13533,52;9,26;1,62882324;1628823,24;1,00005;2,322;99,87;;;
08/11/2022;13688,75;10,84;1,67367048;1673670,48;0,99339;2,27;96,85;;;
09/11/2022;13666,32;11,27;1,69254045;1692540,45;0,99716;2,178;93,05;;;
10/11/2022;14146,09;10,56;1,7079397;1707939,7;0,98217;2,004;94,25;;;
11/11/2022;14224,86;9,03;1,7008162;1700816,2;0,96838;2,159;96,37;;;
14/11/2022;14313,3;6,42;1,91650927;1916509,27;0,96791;2,156;93,59;;;
15/11/2022;14378,51;7,59;2,00963086;2009630,86;0,96465;2,097;94,3;;;
16/11/2022;14234,03;5,53;2,07085409;2070854,09;0,96103;2,006;92,61;;;
17/11/2022;14266,38;3,1;2,09506164;2095061,64;0,9681;2,023;91;;;
18/11/2022;14431,86;-1,32;2,15858714;2158587,14;0,96511;2,018;88,93;;;
21/11/2022;14379,93;-2,32;2,31039407;2310394,07;0,97651;1,98;88,44;;;
22/11/2022;14422,35;-0,43;2,31849058;2318490,58;0,97234;1,981;88,65;;;
23/11/2022;14427,59;1,46;2,34953258;2349532,58;0,9639;1,921;85,9;;;
24/11/2022;14539,56;1,81;2,40088161;2400881,61;0,96066;1,845;85,59;;;
25/11/2022;14541,38;3,87;2,40453305;2404533,05;0,96094;1,97;83,4;;;
28/11/2022;14383,36;2,42;2,34583184;2345831,84;0,96177;1,993;83,5;;;
29/11/2022;14355,45;2,48;2,3905233;2390523,3;0,96558;1,913;83,22;;;
30/11/2022;14397,04;1,58;2,45119615;2451196,15;0,9712;1,946;85,61;;;
01/12/2022;14490,3;-0,53;2,5025407;2502540,7;0,95361;1,824;86,28;;;
02/12/2022;14529,39;-0,27;2,53869116;2538691,16;0,95479;1,855;86,54;;;
05/12/2022;14447,61;0,63;2,60479627;2604796,27;0,94989;1,876;83,36;;;
06/12/2022;14343,19;-0,08;2,60646461;2606464,61;0,95215;1,799;79,92;;;
07/12/2022;14261,19;0,82;2,58146855;2581468,55;0,95206;1,787;77,11;;;
08/12/2022;14264,56;0,89;2,58488483;2584884,83;0,94827;1,819;76,02;;;
09/12/2022;14370,72;-0,87;2,59458228;2594582,28;0,94872;1,925;76,37;;;
12/12/2022;14306,63;-2,37;2,70564768;2705647,68;0,95043;1,934;78;;;
13/12/2022;14497,89;-4,62;2,75312547;2753125,47;0,93998;1,904;80,14;;;
14/12/2022;14460,2;-7,34;2,80550926;2805509,26;0,93919;1,932;83,33;;;
15/12/2022;13986,23;-6,97;2,82389801;2823898,01;0,93892;2,083;82,34;;;
16/12/2022;13893,07;-5,93;2,84311633;2843116,33;0,94202;2,165;80,2;;;
19/12/2022;13942,87;-1,59;2,72984954;2729849,54;0,94522;2,197;81,66;;;
20/12/2022;13884,66;2,19;2,58190009;2581900,09;0,93989;2,299;79,45;;;
21/12/2022;14097,82;3,18;2,4532717;2453271,7;0,94211;2,297;80,25;;;
22/12/2022;13914,07;3,48;2,3197818;2319781,8;0,94335;2,365;79,58;;;
23/12/2022;13940,93;4,21;2,1821404;2182140,4;0,9422;2,392;82,45;;;
26/12/2022;13940,93;7,46;1,7067881;1706788,1;0,9422;2,392;82,45;;;
27/12/2022;13995,1;2,49;1,65561692;1655616,92;0,93901;2,513;82,45;;;
28/12/2022;13925,6;4,15;1,56344444;1563444,44;0,94175;2,507;81,7;;;
29/12/2022;14071,72;7,69;1,47735948;1477359,48;0,93751;2,464;80,96;;;
30/12/2022;13923,59;5,39;1,4011301;1401130,1;0,93699;2,562;82,82;;;
02/01/2023;14069,26;10,02;1,30509382;1305093,82;0,93699;2,447;82,82;;;
03/01/2023;14181,67;5,01;1,36006202;1360062,02;0,94737;2,376;80,36;;;
04/01/2023;14490,78;6,39;1,36910456;1369104,56;0,94308;2,279;75,31;;;
05/01/2023;14436,31;6,74;1,42257881;1422578,81;0,95062;2,308;76,73;;;
06/01/2023;14610,02;5,89;1,46270735;1462707,35;0,94317;2,209;76,41;;;
09/01/2023;14792,83;4,18;1,64540861;1645408,61;0,93097;2,214;77,5;;;
10/01/2023;14774,6;4,63;1,66481457;1664814,57;0,93214;2,301;78,4;;;
11/01/2023;14947,91;4,9;1,7178686;1717868,6;0,92993;2,185;81,11;;;
12/01/2023;15058,3;7,32;1,69872289;1698722,89;0,92537;2,132;82,59;;;
13/01/2023;15086,52;8,26;1,67685113;1676851,13;0,9234;2,143;83,43;;;
16/01/2023;15134,04;3,17;1,69065687;1690656,87;0,92374;2,195;82,65;;;
17/01/2023;15187,07;1,23;1,73037881;1730378,81;0,9258;2,089;84,38;;;
18/01/2023;15181,8;-1,15;1,84605031;1846050,31;0,92323;2,008;83,78;;;
19/01/2023;14920,36;-1,34;1,99909747;1999097,47;0,92683;2,053;85,08;;;
20/01/2023;15033,56;-1,13;2,18659502;2186595,02;0,92328;2,171;86,96;;;
23/01/2023;15102,95;-0,58;2,63591891;2635918,91;0,92039;2,201;87,54;;;
24/01/2023;15093,11;-0,69;2,69448777;2694487,77;0,9195;2,159;85,25;;;
25/01/2023;15081,64;-0,37;2,73152605;2731526,05;0,91722;2,158;85,08;;;
26/01/2023;15132,85;-1,13;2,76676491;2766764,91;0,92132;2,214;86,29;;;
27/01/2023;15150,03;-0,5;2,75822846;2758228,46;0,92247;2,245;85,36;;;
30/01/2023;15126,08;2,15;2,55919351;2559193,51;0,91992;2,306;84,9;;;
31/01/2023;15128,27;2,47;2,4299303;2429930,3;0,92077;2,276;83,42;;;
01/02/2023;15180,74;3,32;2,27900053;2279000,53;0,91563;2,291;81,61;;;
02/02/2023;15509,19;3,09;2,18045868;2180458,68;0,91404;2,065;80,57;;;
03/02/2023;15476,43;5,08;2,06254011;2062540,11;0,92102;2,195;78,85;;;
06/02/2023;15345,91;-1,74;2,14381022;2143810,22;0,93184;2,284;80,48;;;
07/02/2023;15320,88;-2,56;2,27588824;2275888,24;0,93523;2,311;82,92;;;
08/02/2023;15412,05;-3,28;2,40934678;2409346,78;0,93244;2,367;84,17;;;
09/02/2023;15523,42;-2,86;2,47275558;2472755,58;0,9292;2,311;83,46;;;
10/02/2023;15307,98;1,03;2,54913876;2549138,76;0,93664;2,367;85,46;;;
13/02/2023;15397,34;4,58;2,52817858;2528178,58;0,93288;2,374;85,98;;;
14/02/2023;15380,56;2,96;2,51585848;2515858,48;0,93297;2,446;84,96;;;
15/02/2023;15506,34;1,69;2,50736315;2507363,15;0,93668;2,474;84,11;;;
16/02/2023;15533,64;4,31;2,48013047;2480130,47;0,93694;2,483;83,84;;;
17/02/2023;15482;8,3;2,35346091;2353460,91;0,93778;2,46;81,97;;;
20/02/2023;15477,55;5,61;2,0165776;2016577,6;0,93567;2,459;82,79;;;
21/02/2023;15397,62;8,24;1,92004852;1920048,52;0,93602;2,538;82,14;;;
22/02/2023;15399,89;5,86;1,87526675;1875266,75;0,94091;2,514;79,55;;;
23/02/2023;15475,69;5,19;1,87746135;1877461,35;0,94371;2,475;82,08;;;
24/02/2023;15209,74;2,26;1,965474;1965474;0,94863;2,529;82,31;;;
27/02/2023;15381,43;-0,54;2,23625814;2236258,14;0,94326;2,587;81,24;;;
28/02/2023;15365,14;0,33;2,32064777;2320647,77;0,94295;2,634;83,21;;;
01/03/2023;15305,02;1,58;2,36943472;2369434,72;0,93708;2,714;83,68;;;
02/03/2023;15327,64;-0,06;2,40645453;2406454,53;0,94246;2,754;84,15;;;
03/03/2023;15578,39;-0,2;2,47878198;2478781,98;0,94362;2,714;85,74;;;
06/03/2023;15653,58;-0,02;2,56224005;2562240,05;0,93642;2,727;85,86;;;
07/03/2023;15559,53;1,01;2,52002803;2520028,03;0,94469;2,695;83,03;;;
08/03/2023;15631,87;-0,14;2,5184942;2518494,2;0,94764;2,645;82,1;;;
09/03/2023;15633,21;0,24;2,48300197;2483001,97;0,94616;2,641;81;;;
10/03/2023;15427,97;2,56;2,39288371;2392883,71;0,93567;2,496;82,3;;;
13/03/2023;14959,47;8,74;2,11158223;2111582,23;0,93175;2,282;79,67;;;
14/03/2023;15232,83;8,33;2,02353314;2023533,14;0,93253;2,454;76,77;;;
15/03/2023;14735,26;1,62;1,95762268;1957622,68;0,94926;2,118;74,3;;;
16/03/2023;14967,1;2,48;1,89406436;1894064,36;0,94158;2,243;73,12;;;
17/03/2023;14768,2;6,03;1,85275945;1852759,45;0,93936;2,123;71,03;;;
20/03/2023;14933,38;7,51;1,8842802;1884280,2;0,93271;2,099;72,42;;;
21/03/2023;15195,34;7,73;1,93433316;1934333,16;0,92846;2,278;74,78;;;
22/03/2023;15216,19;10,18;1,83499119;1834991,19;0,92666;2,329;76,08;;;
23/03/2023;15210,39;11,16;1,76078858;1760788,58;0,91827;2,186;74,31;;;
24/03/2023;14957,23;10,99;1,71931578;1719315,78;0,92915;2,125;73,63;;;
27/03/2023;15127,68;2,73;1,61308983;1613089,83;0,92751;2,227;76,8;;;
28/03/2023;15142,02;2,8;1,61809481;1618094,81;0,92306;2,284;78,07;;;
29/03/2023;15328,78;5,87;1,67557932;1675579,32;0,92328;2,305;77,51;;;
30/03/2023;15522,4;10,56;1,67729331;1677293,31;0,91634;2,366;78,45;;;
31/03/2023;15628,84;9,55;1,6939876;1693987,6;0,92043;2,31;79,19;;;
03/04/2023;15580,92;1,43;1,78182546;1781825,46;0,9184;2,241;85,81;;;
04/04/2023;15603,47;1,6;1,82437283;1824372,83;0,91162;2,266;85,7;;;
05/04/2023;15520,17;3,27;1,88729051;1887290,51;0,91646;2,179;85,89;;;
06/04/2023;15597,89;4,47;1,9762806;1976280,6;0,91546;2,181;86,56;;;
07/04/2023;15597,89;4,07;2,00642829;2006428,29;0,91546;2,181;86,56;;;
10/04/2023;15597,89;9,69;1,89150342;1891503,42;0,92255;2,181;86,56;;;
11/04/2023;15655,17;7,8;1,76119348;1761193,48;0,91638;2,304;87,32;;;
12/04/2023;15703,6;7,46;1,66214551;1662145,51;0,91095;2,36;88,31;;;
13/04/2023;15729,46;8,98;1,61879209;1618792,09;0,90518;2,371;86,51;;;
14/04/2023;15807,5;7,21;1,65379643;1653796,43;0,90847;2,431;87,31;;;
17/04/2023;15789,53;9,28;1,63808643;1638086,43;0,91609;2,48;85,63;;;
18/04/2023;15882,67;7,89;1,83972074;1839720,74;0,9122;2,47;85,48;;;
19/04/2023;15895,2;5,99;1,8532944;1853294,4;0,91253;2,504;85,34;;;
20/04/2023;15795,97;8,65;1,87302615;1873026,15;0,91087;2,444;83,29;;;
21/04/2023;15881,66;12,44;1,81484635;1814846,35;0,91129;2,486;83,36;;;
24/04/2023;15863,95;11,83;1,67146464;1671464,64;0,90666;2,49;84,23;;;
25/04/2023;15872,13;7,46;1,67960706;1679607,06;0,91095;2,378;82,13;;;
26/04/2023;15795,73;6,05;1,70965049;1709650,49;0,90551;2,385;79,19;;;
27/04/2023;15800,45;6,77;1,69968527;1699685,27;0,90822;2,453;80,11;;;
28/04/2023;15922,38;9,47;1,71789751;1717897,51;0,9058;2,32;81,32;;;
01/05/2023;15922,38;10,94;1,71932621;1719326,21;0,91071;2,32;81,32;;;
02/05/2023;15726,94;9,76;1,68277626;1682776,26;0,91083;2,252;76,71;;;
03/05/2023;15815,06;8,73;1,64919059;1649190,59;0,90473;2,25;72,91;;;
04/05/2023;15734,24;10,89;1,60586701;1605867,01;0,90905;2,197;73;;;
05/05/2023;15961,02;12,9;1,58230792;1582307,92;0,90855;2,293;75,85;;;
08/05/2023;15952,83;10,48;1,60372876;1603728,76;0,90794;2,319;75,85;;;
09/05/2023;15955,48;11,76;1,58812357;1588123,57;0,91278;2,337;77,76;;;
10/05/2023;15896,23;14,27;1,59480759;1594807,59;0,91141;2,295;76,7;;;
11/05/2023;15834,91;15,43;1,65166249;1651662,49;0,91592;2,217;75,32;;;
12/05/2023;15913,82;15,48;1,66004591;1660045,91;0,9206;2,266;74,54;;;
15/05/2023;15917,24;15,27;1,62269226;1622692,26;0,92034;2,31;75,46;;;
16/05/2023;15897,93;11,59;1,62161774;1621617,74;0,92026;2,34;75,15;;;
17/05/2023;15951,3;10,08;1,59532455;1595324,55;0,92417;2,338;76,98;;;
18/05/2023;16163,36;10,78;1,51348083;1513480,83;0,92855;2,413;75,75;;;
19/05/2023;16275,38;12,91;1,46404717;1464047,17;0,92704;2,423;75,42;;;
22/05/2023;16223,99;19,19;1,35889408;1358894,08;0,92601;2,451;75,77;;;
23/05/2023;16152,86;15,23;1,33688472;1336884,72;0,92777;2,463;76,66;;;
24/05/2023;15842,13;11,8;1,34537412;1345374,12;0,92915;2,452;77,99;;;
25/05/2023;15793,8;14,35;1,35574038;1355740,38;0,9321;2,489;75,66;;;
26/05/2023;15983,97;13,62;1,3544359;1354435,9;0,9341;2,539;76,33;;;
29/05/2023;15952,73;15,47;1,30902242;1309022,42;0,93379;2,433;76,33;;;
30/05/2023;15908,91;15,55;1,28216272;1282162,72;0,93218;2,34;73,38;;;
31/05/2023;15664,02;17,26;1,20814732;1208147,32;0,938;2,269;71,98;;;
01/06/2023;15853,66;16,12;1,17187472;1171874,72;0,93184;2,26;74,18;;;
02/06/2023;16051,23;12,78;1,14688431;1146884,31;0,93236;2,308;76;;;
