date;Indice des actions;Température;Emission CO2;Emission CO2;Euro to US $;Taux d'intérêt;Prix du pétrole;;;
date;PGN;TGN;CO2GN exprimés en Millions;CO2GN;GNUS;IGN;Oil;;;
12/01/2021;13925,06;0,15;2,396000809;2396000,809;0,82247;-0,469;55,98;;;
13/01/2021;13939,71;-0,28;2,348124972;2348124,972;0,82233;-0,521;55,52;;;
14/01/2021;13988,7;-0,74;2,333706;2333706;0,82406;-0,553;55,76;;;
15/01/2021;13787,73;-3,81;2,34473283;2344732,83;0,82696;-0,542;54,8;;;
18/01/2021;13848,35;-3,42;2,37371699;2373716,99;0,82816;-0,524;54,21;;;
19/01/2021;13815,06;0,96;2,36754174;2367541,74;0,82457;-0,525;55,38;;;
20/01/2021;13921,37;1,62;2,31875677;2318756,77;0,8261;-0,528;55,66;;;
21/01/2021;13906,67;2,66;2,193224732;2193224,732;0,82301;-0,497;55,68;;;
22/01/2021;13873,97;2,51;2,086736574;2086736,574;0,82152;-0,513;55,22;;;
25/01/2021;13643,95;-1,21;2,050723103;2050723,103;0,8244;-0,55;55,44;;;
26/01/2021;13870,99;-0,82;2,114194348;2114194,348;0,82193;-0,533;55,26;;;
27/01/2021;13620,46;-0,88;2,222644865;2222644,865;0,82706;-0,549;55,07;;;
28/01/2021;13665,93;-0,49;2,334519017;2334519,017;0,82491;-0,54;54,87;;;
29/01/2021;13432,87;-2,39;2,352140353;2352140,353;0,82311;-0,516;55,25;;;
01/02/2021;13622,02;-5,54;2,312106711;2312106,711;0,82764;-0,513;56,42;;;
02/02/2021;13835,16;-0,38;2,295155094;2295155,094;0,83136;-0,486;57,62;;;
03/02/2021;13933,63;1,37;2,222722174;2222722,174;0,83247;-0,467;58,61;;;
04/02/2021;14060,29;-0,6;2,20285711;2202857,11;0,83483;-0,454;58,98;;;
05/02/2021;14056,72;-1,55;2,22673816;2226738,16;0,83157;-0,444;59,48;;;
08/02/2021;14059,91;-10,58;2,148458268;2148458,268;0,83005;-0,444;60,17;;;
09/02/2021;14011,8;-9,63;2,231719707;2231719,707;0,82662;-0,448;60,74;;;
10/02/2021;13932,97;-8,62;2,379250505;2379250,505;0,82437;-0,438;61,17;;;
11/02/2021;14040,91;-5,85;2,493393985;2493393,985;0,82427;-0,458;61,09;;;
12/02/2021;14049,89;-6,55;2,600083947;2600083,947;0,82518;-0,43;62,47;;;
15/02/2021;14109,48;-5,87;2,80794767;2807947,67;0,82427;-0,384;63,58;;;
16/02/2021;14064,6;-0,4;2,70581596;2705815,96;0,82515;-0,348;63,96;;;
17/02/2021;13909,27;1,87;2,54762618;2547626,18;0,83108;-0,365;65,02;;;
18/02/2021;13886,93;2,63;2,38396587;2383965,87;0,82829;-0,34;64,09;;;
19/02/2021;13993,23;3,36;2,23149281;2231492,81;0,82461;-0,312;62,84;;;
22/02/2021;13950,04;4,01;1,79009619;1790096,19;0,82389;-0,346;64,73;;;
23/02/2021;13864,81;6,66;1,69674657;1696746,57;0,8224;-0,317;65,16;;;
24/02/2021;13976;8,78;1,63177606;1631776,06;0,82491;-0,302;66,85;;;
25/02/2021;13879,33;8,12;1,5965528;1596552,8;0,81806;-0,231;66,69;;;
26/02/2021;13786,29;5,25;1,59148746;1591487,46;0,82386;-0,259;65,86;;;
01/03/2021;14012,82;3,75;1,77419617;1774196,17;0,82977;-0,336;64,56;;;
02/03/2021;14039,8;4,17;1,87573174;1875731,74;0,82902;-0,348;63,17;;;
03/03/2021;14080,03;5,07;2,00307233;2003072,33;0,82819;-0,292;64,7;;;
04/03/2021;14056,34;3,27;2,10365818;2103658,18;0,8305;-0,311;67,32;;;
05/03/2021;13920,69;0,26;2,18462483;2184624,83;0,8397;-0,303;69,95;;;
08/03/2021;14380,91;0,23;2,31263821;2312638,21;0,84331;-0,278;68;;;
09/03/2021;14437,94;0,66;2,3647754;2364775,4;0,8415;-0,305;67,03;;;
10/03/2021;14540,25;1,42;2,35088338;2350883,38;0,84058;-0,311;67,53;;;
11/03/2021;14569,39;5,36;2,22098172;2220981,72;0,83609;-0,333;69,34;;;
12/03/2021;14502,39;5,84;2,08023823;2080238,23;0,83766;-0,296;68,87;;;
15/03/2021;14461,42;3,98;1,768238799;1768238,799;0,83917;-0,337;68,78;;;
16/03/2021;14557,58;3,65;1,689782971;1689782,971;0,84072;-0,337;67,95;;;
17/03/2021;14596,61;1,51;1,705796278;1705796,278;0,84002;-0,293;67,73;;;
18/03/2021;14775,52;1,58;1,8628089;1862808,9;0,83857;-0,265;62,11;;;
19/03/2021;14621;-0,18;1,98732035;1987320,35;0,83967;-0,294;64;;;
22/03/2021;14657,21;3,23;2,2013474;2201347,4;0,83808;-0,31;63,89;;;
23/03/2021;14662,02;4,89;2,24326911;2243269,11;0,84232;-0,341;59,96;;;
24/03/2021;14610,39;6,18;2,21657841;2216578,41;0,84527;-0,356;63,7;;;
25/03/2021;14621,36;8,13;2,17660644;2176606,44;0,84922;-0,384;61,21;;;
26/03/2021;14748,94;9,38;2,09841784;2098417,84;0,84767;-0,354;63,77;;;
29/03/2021;14817,72;11,2;1,8225561;1822556,1;0,85009;-0,32;64,06;;;
30/03/2021;15008,61;12,87;1,70919556;1709195,56;0,8527;-0,276;63,28;;;
31/03/2021;15008,34;14,24;1,63632512;1636325,12;0,85085;-0,297;63,52;;;
01/04/2021;15107,17;10,77;1,53780575;1537805,75;0,8503;-0,325;63,85;;;
02/04/2021;15107,17;5,65;1,47665221;1476652,21;0,8503;-0,325;63,85;;;
05/04/2021;15107,17;3,2;1,46185245;1461852,45;0,84757;-0,325;63,85;;;
06/04/2021;15212,68;1,44;1,48726592;1487265,92;0,84467;-0,316;61,47;;;
07/04/2021;15176,36;2,6;1,53287036;1532870,36;0,8403;-0,317;61,86;;;
08/04/2021;15202,68;3,33;1,60184511;1601845,11;0,84051;-0,332;62,09;;;
09/04/2021;15234,16;5,26;1,67275418;1672754,18;0,84108;-0,296;61,89;;;
12/04/2021;15215;4,5;1,92335666;1923356,66;0,83981;-0,292;62,38;;;
13/04/2021;15234,36;3,51;1,99367177;1993671,77;0,83854;-0,289;62,83;;;
14/04/2021;15209,15;3,37;2,06039534;2060395,34;0,8356;-0,262;66,11;;;
15/04/2021;15255,33;3,48;2,11893333;2118933,33;0,83542;-0,292;66,13;;;
16/04/2021;15459,75;4,98;2,19050554;2190505,54;0,83476;-0,262;65,98;;;
19/04/2021;15368,39;9,53;2,26258214;2262582,14;0,83198;-0,236;66,54;;;
20/04/2021;15129,51;9,64;2,24498896;2244988,96;0,82998;-0,258;65,34;;;
21/04/2021;15195,97;8,79;2,1657666;2165766,6;0,83136;-0,261;64,02;;;
22/04/2021;15320,52;6,37;2,06858236;2068582,36;0,83177;-0,256;65,07;;;
23/04/2021;15279,62;7,35;1,99308452;1993084,52;0,82991;-0,257;65,75;;;
26/04/2021;15296,34;4,08;1,80279075;1802790,75;0,82764;-0,256;65,5;;;
27/04/2021;15249,27;5,41;1,76380414;1763804,14;0,82771;-0,251;66,25;;;
28/04/2021;15292,18;8,65;1,7551197;1755119,7;0,82716;-0,232;67,08;;;
29/04/2021;15154,2;10,15;1,77659101;1776591,01;0,82563;-0,193;68,26;;;
30/04/2021;15135,91;7,87;1,82775966;1827759,66;0,8307;-0,199;67,73;;;
03/05/2021;15236,47;7,01;1,83997269;1839972,69;0,82819;-0,204;67,73;;;
04/05/2021;14856,48;9,45;1,76161698;1761616,98;0,83112;-0,237;68,91;;;
05/05/2021;15170,78;8,13;1,72458565;1724585,65;0,83299;-0,228;69,71;;;
06/05/2021;15196,74;7,02;1,74336527;1743365,27;0,82926;-0,231;68,62;;;
07/05/2021;15399,65;5,68;1,72040992;1720409,92;0,82359;-0,218;68,73;;;
10/05/2021;15400,41;19,33;1,51530303;1515303,03;0,82237;-0,214;68,61;;;
11/05/2021;15119,75;18,9;1,57532235;1575322,35;0,82227;-0,162;68,83;;;
12/05/2021;15150,22;13,85;1,60869634;1608696,34;0,82809;-0,128;69,62;;;
13/05/2021;15199,68;11,73;1,49719813;1497198,13;0,82823;-0,112;67,36;;;
14/05/2021;15416,64;10,36;1,42147587;1421475,87;0,82416;-0,123;69,24;;;
17/05/2021;15396,62;12,17;1,5103829;1510382,9;0,82338;-0,113;69,62;;;
18/05/2021;15386,58;11,48;1,50047666;1500476,66;0,81843;-0,107;69,01;;;
19/05/2021;15113,56;11,71;1,49602811;1496028,11;0,81863;-0,111;66,88;;;
20/05/2021;15370,26;11,9;1,55361938;1553619,38;0,81863;-0,107;65,18;;;
21/05/2021;15437,51;13,77;1,51572749;1515727,49;0,82045;-0,128;66,72;;;
24/05/2021;15437,51;14,6;1,39036622;1390366,22;0,8184;-0,14;68,59;;;
25/05/2021;15465,09;12,29;1,36563514;1365635,14;0,81669;-0,163;68,8;;;
26/05/2021;15450,72;11,7;1,34835821;1348358,21;0,8185;-0,203;68,93;;;
27/05/2021;15406,73;11,28;1,376714;1376714;0,81957;-0,172;69,43;;;
28/05/2021;15519,98;11,86;1,47437861;1474378,61;0,82092;-0,183;69,36;;;
31/05/2021;15421,13;14,14;1,60227352;1602273,52;0,8179;-0,183;69,36;;;
01/06/2021;15567,36;16,32;1,58025414;1580254,14;0,81666;-0,175;70,03;;;
02/06/2021;15602,71;16,76;1,5259938;1525993,8;0,81924;-0,195;70,6;;;
03/06/2021;15632,67;19,42;1,43126278;1431262,78;0,82393;-0,185;70,71;;;
04/06/2021;15692,9;20,19;1,3620955;1362095,5;0,82213;-0,209;71,3;;;
07/06/2021;15677,15;20,35;1,35536702;1355367,02;0,82055;-0,197;70,89;;;
08/06/2021;15640,6;20,37;1,39518306;1395183,06;0,82058;-0,223;71,39;;;
09/06/2021;15581,14;20,92;1,44737091;1447370,91;0,82065;-0,248;71,31;;;
10/06/2021;15571,22;21,86;1,51037194;1510371,94;0,82156;-0,248;71,65;;;
11/06/2021;15693,27;22,28;1,53250325;1532503,25;0,82573;-0,268;72,05;;;
14/06/2021;15673,64;19,84;1,42979312;1429793,12;0,82478;-0,255;72,27;;;
15/06/2021;15729,52;20,24;1,42666467;1426664,67;0,82464;-0,229;73,38;;;
16/06/2021;15710,57;21,4;1,43372036;1433720,36;0,82515;-0,248;73,88;;;
17/06/2021;15727,67;26,44;1,42940413;1429404,13;0,83738;-0,189;72,92;;;
18/06/2021;15448,04;27,53;1,44729419;1447294,19;0,84345;-0,204;73,1;;;
21/06/2021;15603,24;25,15;1,53690506;1536905,06;0,83956;-0,174;74,49;;;
22/06/2021;15636,33;19,85;1,55783843;1557838,43;0,84041;-0,162;74,92;;;
23/06/2021;15456,39;18,76;1,5811971;1581197,1;0,83696;-0,181;75,22;;;
24/06/2021;15589,23;18,87;1,6138216;1613821,6;0,83847;-0,185;75,95;;;
25/06/2021;15607,97;19,62;1,62943522;1629435,22;0,83675;-0,156;76,45;;;
28/06/2021;15554,18;25,73;1,65999959;1659999,59;0,83847;-0,185;74,78;;;
29/06/2021;15690,59;23,28;1,64813347;1648133,47;0,83998;-0,172;75,38;;;
30/06/2021;15531,04;18,58;1,63468346;1634683,46;0,84324;-0,203;76,94;;;
01/07/2021;15603,81;16,82;1,62509811;1625098,11;0,8426;-0,198;76,69;;;
02/07/2021;15650,09;19,48;1,61461012;1614610,12;0,84438;-0,235;77,51;;;
05/07/2021;15661,97;20,51;1,64609603;1646096,03;0,84306;-0,209;78,34;;;
06/07/2021;15511,38;23,17;1,60471889;1604718,89;0,84531;-0,267;75,81;;;
07/07/2021;15692,71;20,13;1,58754531;1587545,31;0,84749;-0,29;74,31;;;
08/07/2021;15420,64;19,46;1,58704222;1587042,22;0,84356;-0,313;75,07;;;
09/07/2021;15687,93;19,3;1,583684;1583684;0,84285;-0,292;77,14;;;
12/07/2021;15790,51;21,83;1,56699182;1566991,82;0,8426;-0,301;76,77;;;
13/07/2021;15789,64;24,15;1,60566528;1605665,28;0,8457;-0,299;77,5;;;
14/07/2021;15788,98;22,33;1,60635467;1606354,67;0,8461;-0,313;75,74;;;
15/07/2021;15629,66;22,86;1,57198728;1571987,28;0,84613;-0,33;74,53;;;
16/07/2021;15540,31;24,04;1,54208547;1542085,47;0,84681;-0,35;74,46;;;
19/07/2021;15133,2;18,01;1,40268731;1402687,31;0,84706;-0,388;69,33;;;
20/07/2021;15216,27;17,76;1,37502093;1375020,93;0,85016;-0,411;70,03;;;
21/07/2021;15422,5;19,31;1,35426648;1354266,48;0,84828;-0,392;72,54;;;
22/07/2021;15514,54;20,04;1,35647761;1356477,61;0,848;-0,419;74,25;;;
23/07/2021;15669,29;20,62;1,36584373;1365843,73;0,85023;-0,412;74,86;;;
26/07/2021;15618,98;23,23;1,43780678;1437806,78;0,84688;-0,413;74,79;;;
27/07/2021;15519,13;22,86;1,44669576;1446695,76;0,84563;-0,439;74,87;;;
28/07/2021;15570,36;21,39;1,42220349;1422203,49;0,84749;-0,447;75,09;;;
29/07/2021;15640,47;19,81;1,34922204;1349222,04;0,84143;-0,452;76,3;;;
30/07/2021;15544,39;20,32;1,29303117;1293031,17;0,84331;-0,458;77,72;;;
02/08/2021;15568,73;17,56;1,21308948;1213089,48;0,84164;-0,479;73,91;;;
03/08/2021;15555,08;17,82;1,22118375;1221183,75;0,84321;-0,482;73,24;;;
04/08/2021;15692,13;18,18;1,26139795;1261397,95;0,84417;-0,491;70,99;;;
05/08/2021;15744,67;18,73;1,33116072;1331160,72;0,8447;-0,495;72,14;;;
06/08/2021;15761,45;20,18;1,34305025;1343050,25;0,85034;-0,453;71,02;;;
09/08/2021;15745,41;18,2;1,322736;1322736;0,85146;-0,458;69,65;;;
10/08/2021;15770,71;18,87;1,29340719;1293407,19;0,85328;-0,456;71,14;;;
11/08/2021;15826,09;18,49;1,27066727;1270667,27;0,85186;-0,459;71,99;;;
12/08/2021;15937,51;21,62;1,26354898;1263548,98;0,85255;-0,46;71,79;;;
13/08/2021;15977,44;24,23;1,29114288;1291142,88;0,84796;-0,465;70,9;;;
16/08/2021;15925,73;19,01;1,32871083;1328710,83;0,84828;-0,468;70,07;;;
17/08/2021;15921,95;15,77;1,30962675;1309626,75;0,8535;-0,466;69,4;;;
18/08/2021;15965,97;17,43;1,29262285;1292622,85;0,85386;-0,48;68,61;;;
19/08/2021;15765,81;18,44;1,30318789;1303187,89;0,85598;-0,488;66,8;;;
20/08/2021;15808,04;18,15;1,33324166;1333241,66;0,8562;-0,496;65,51;;;
23/08/2021;15852,79;15,97;1,43751304;1437513,04;0,85179;-0,478;69,07;;;
24/08/2021;15905,85;16,38;1,49315615;1493156,15;0,8503;-0,477;71,21;;;
25/08/2021;15860,66;16,4;1,51309113;1513091,13;0,85096;-0,417;72,12;;;
26/08/2021;15793,62;14,76;1,51821636;1518216,36;0,85074;-0,416;70,42;;;
27/08/2021;15851,75;14,23;1,51316833;1513168,33;0,84846;-0,417;72,26;;;
30/08/2021;15887,31;15,51;1,54512041;1545120,41;0,84753;-0,436;72,26;;;
31/08/2021;15835,09;15,86;1,5567899;1556789,9;0,84713;-0,38;73,45;;;
01/09/2021;15824,29;16,48;1,59424499;1594244,99;0,8436;-0,371;71,99;;;
02/09/2021;15840,59;16,92;1,61638934;1616389,34;0,84264;-0,385;73,56;;;
03/09/2021;15781,2;16,77;1,62315199;1623151,99;0,84168;-0,361;73,07;;;
06/09/2021;15932,12;16,51;1,65395081;1653950,81;0,84306;-0,368;72,43;;;
07/09/2021;15843,09;18,18;1,65492623;1654926,23;0,8442;-0,317;71,52;;;
08/09/2021;15610,28;18,98;1,65276057;1652760,57;0,8466;-0,322;72,36;;;
09/09/2021;15623,15;19,5;1,65494954;1654949,54;0,8462;-0,364;71,32;;;
10/09/2021;15609,81;21,24;1,68149814;1681498,14;0,84499;-0,333;72,44;;;
13/09/2021;15701,42;16,76;1,73307031;1733070,31;0,84674;-0,329;72,97;;;
14/09/2021;15722,99;16,93;1,7376802;1737680,2;0,84592;-0,34;73,05;;;
15/09/2021;15616;18,35;1,74598898;1745988,98;0,8461;-0,307;74,84;;;
16/09/2021;15651,75;17,3;1,76316074;1763160,74;0,85009;-0,309;75,14;;;
17/09/2021;15490,17;14,68;1,77835038;1778350,38;0,85201;-0,28;74,64;;;
20/09/2021;15132,06;11,92;1,84418984;1844189,84;0,85288;-0,315;73,59;;;
21/09/2021;15348,53;11,98;1,87696202;1876962,02;0,85291;-0,328;73,65;;;
22/09/2021;15506,74;13,67;1,9037696;1903769,6;0,85226;-0,327;75,5;;;
23/09/2021;15643,97;14,13;1,84634474;1846344,74;0,8511;-0,258;76,44;;;
24/09/2021;15531,75;15,08;1,79774106;1797741,06;0,85372;-0,226;77,42;;;
27/09/2021;15573,88;17,47;1,73300157;1733001,57;0,85466;-0,224;78,85;;;
28/09/2021;15248,56;16,03;1,73335278;1733352,78;0,85664;-0,199;78,3;;;
29/09/2021;15365,27;13,46;1,71448312;1714483,12;0,86092;-0,213;77,86;;;
30/09/2021;15260,69;11,35;1,75221957;1752219,57;0,86285;-0,195;77,81;;;
01/10/2021;15156,44;11,92;1,75618304;1756183,04;0,86233;-0,221;79,4;;;
04/10/2021;15036,55;14,05;1,64301043;1643010,43;0,86029;-0,218;81,44;;;
05/10/2021;15194,49;12,38;1,6153408;1615340,8;0,86259;-0,189;82,72;;;
06/10/2021;14973,33;11,73;1,6218877;1621887,7;0,86636;-0,182;81,39;;;
07/10/2021;15250,86;11,93;1,68925281;1689252,81;0,86501;-0,19;82,34;;;
08/10/2021;15206,13;10,92;1,76009456;1760094,56;0,86401;-0,147;82,17;;;
11/10/2021;15199,14;8,23;1,99019736;1990197,36;0,86412;-0,124;83,75;;;
12/10/2021;15146,87;8,39;2,04510835;2045108,35;0,86588;-0,097;83,53;;;
13/10/2021;15249,38;7,41;2,1129361;2112936,1;0,86397;-0,128;83,53;;;
14/10/2021;15462,72;9,99;2,10115759;2101157,59;0,86285;-0,184;83,86;;;
15/10/2021;15587,36;10,22;2,06923356;2069233,56;0,86166;-0,167;84,67;;;
18/10/2021;15474,47;9,83;2,12183501;2121835,01;0,86196;-0,148;84,13;;;
19/10/2021;15515,83;11,4;2,0739639;2073963,9;0,85877;-0,114;85,02;;;
20/10/2021;15522,92;14,24;1,9185445;1918544,5;0,85855;-0,122;85,76;;;
21/10/2021;15472,56;12,24;1,81996488;1819964,88;0,85866;-0,097;84,58;;;
22/10/2021;15542,98;7,18;1,78454483;1784544,83;0,85863;-0,092;85,43;;;
25/10/2021;15599,23;5,59;1,72525513;1725255,13;0,8611;-0,112;84,85;;;
26/10/2021;15757,06;8,9;1,7441713;1744171,3;0,86252;-0,122;85,11;;;
27/10/2021;15705,81;10,94;1,83729409;1837294,09;0,86237;-0,179;84,12;;;
28/10/2021;15696,33;9,8;1,92852929;1928529,29;0,85642;-0,151;83,4;;;
29/10/2021;15688,77;7,59;1,96637104;1966371,04;0,86412;-0,151;83,1;;;
01/11/2021;15806,29;8,91;1,7723157;1772315,7;0,86278;-0,102;84,51;;;
02/11/2021;15954,45;7,1;1,79691871;1796918,71;0,86356;-0,159;84,42;;;
03/11/2021;15959,98;5,88;1,85996484;1859964,84;0,86322;-0,167;81,1;;;
04/11/2021;16029,65;6,04;1,88850063;1888500,63;0,86614;-0,222;80,15;;;
05/11/2021;16054,36;7,67;1,9246049;1924604,9;0,86546;-0,278;82,43;;;
08/11/2021;16046,52;7,72;2,0700837;2070083,7;0,86289;-0,246;83,22;;;
09/11/2021;16040,47;6,64;2,09415809;2094158,09;0,86322;-0,294;84,52;;;
10/11/2021;16067,83;4,39;2,1103244;2110324,4;0,86817;-0,247;82,91;;;
11/11/2021;16083,11;4,58;2,14757603;2147576,03;0,87176;-0,225;83,4;;;
12/11/2021;16094,07;5,14;2,18941328;2189413,28;0,87378;-0,255;82,9;;;
15/11/2021;16148,64;4,22;2,37446791;2374467,91;0,87562;-0,244;81,94;;;
16/11/2021;16247,86;4,84;2,3984651;2398465,1;0,88102;-0,243;82,85;;;
17/11/2021;16251,13;4,79;2,38173232;2381732,32;0,88433;-0,241;80,67;;;
18/11/2021;16221,73;7;2,31523404;2315234,04;0,88117;-0,28;82,45;;;
19/11/2021;16159,97;10,44;2,24080904;2240809,04;0,88359;-0,341;80,24;;;
22/11/2021;16115,69;2,93;2,17960954;2179609,54;0,88917;-0,296;80,97;;;
23/11/2021;15937;3,95;2,1663325;2166332,5;0,88782;-0,231;83,43;;;
24/11/2021;15878,39;4,98;2,19815207;2198152,07;0,89314;-0,219;82,37;;;
25/11/2021;15917,98;2,76;2,27598429;2275984,29;0,89206;-0,248;82,05;;;
26/11/2021;15257,04;2,73;2,36103375;2361033,75;0,88374;-0,336;72,37;;;
29/11/2021;15280,86;0,19;2,53812612;2538126,12;0,88743;-0,323;73,34;;;
30/11/2021;15100,13;2,41;2,48872373;2488723,73;0,88842;-0,341;70,86;;;
01/12/2021;15472,67;4,24;2,37890061;2378900,61;0,8823;-0,331;69,53;;;
02/12/2021;15263,11;0,8;2,3425434;2342543,4;0,88359;-0,331;70,56;;;
03/12/2021;15169,98;-0,69;2,2941689;2294168,9;0,88652;-0,379;70,71;;;
06/12/2021;15380,79;-2,19;2,19625575;2196255,75;0,88727;-0,387;73,38;;;
07/12/2021;15813,94;-1,98;2,25423614;2254236,14;0,88913;-0,373;75,54;;;
08/12/2021;15687,09;-1,6;2,33062146;2330621,46;0,88242;-0,31;75,94;;;
09/12/2021;15639,26;-1,68;2,3742922;2374292,2;0,88609;-0,347;74,1;;;
10/12/2021;15623,31;-1,16;2,43219577;2432195,77;0,8846;-0,35;74,98;;;
13/12/2021;15621,72;2,58;2,40850057;2408500,57;0,88688;-0,381;74,12;;;
14/12/2021;15453,56;2,99;2,38837436;2388374,36;0,88704;-0,361;73,37;;;
15/12/2021;15476,35;6,05;2,36857537;2368575,37;0,88877;-0,363;73,71;;;
16/12/2021;15636,4;5,69;2,31741819;2317418,19;0,88441;-0,346;74,64;;;
17/12/2021;15531,69;4,08;2,28260274;2282602,74;0,88696;-0,372;72,97;;;
20/12/2021;15239,67;0,07;2,26062997;2260629,97;0,88578;-0,361;70,51;;;
21/12/2021;15447,44;-0,37;2,33248177;2332481,77;0,8879;-0,303;72,85;;;
22/12/2021;15593,47;-2,33;2,41968056;2419680,56;0,88312;-0,294;74,69;;;
23/12/2021;15756,31;-1,22;2,4471972;2447197,2;0,88429;-0,253;76,26;;;
24/12/2021;15756,31;0,12;2,37448145;2374481,45;0,88269;-0,251;75,24;;;
27/12/2021;15835,25;-5,91;2,34032776;2340327,76;0,88347;-0,244;75,24;;;
28/12/2021;15963,7;-0,84;2,20217403;2202174,03;0,88523;-0,241;75,24;;;
29/12/2021;15852,25;1,1;2,07831229;2078312,29;0,88102;-0,185;78,63;;;
30/12/2021;15884,86;5,8;1,90186207;1901862,07;0,88253;-0,178;78,61;;;
31/12/2021;15884,86;10,78;1,78435572;1784355,72;0,87935;-0,179;77,24;;;
03/01/2022;16020,73;7,98;1,40350168;1403501,68;0,88558;-0,124;78,25;;;
04/01/2022;16152,61;5,78;1,43055379;1430553,79;0,88421;-0,131;79,39;;;
05/01/2022;16271,75;2,61;1,44048158;1440481,58;0,88211;-0,126;80,6;;;
06/01/2022;16052,03;-0,7;1,5812946;1581294,6;0,88527;-0,068;81,99;;;
07/01/2022;15947,74;-0,46;1,76626916;1766269,16;0,88121;-0,031;82,28;;;
10/01/2022;15768,27;0,73;2,20264101;2202641,01;0,88343;-0,036;81,56;;;
11/01/2022;15941,81;-2,9;2,28362545;2283625,45;0,8818;-0,033;84,98;;;
12/01/2022;16010,32;-0,11;2,36868654;2368686,54;0,87562;-0,056;85,83;;;
13/01/2022;16031,59;2,19;2,39810303;2398103,03;0,87256;-0,087;85,8;;;
14/01/2022;15883,24;3,07;2,41907792;2419077,92;0,87462;-0,047;87,17;;;
17/01/2022;15933,72;2,65;2,41441141;2414411,41;0,87696;-0,024;87,82;;;
18/01/2022;15772,56;1,14;2,39988306;2399883,06;0,8816;-0,017;88,83;;;
19/01/2022;15809,72;2,51;2,36184702;2361847,02;0,88145;-0,009;89,64;;;
20/01/2022;15912,33;0,48;2,32298231;2322982,31;0,88121;-0,025;89,75;;;
21/01/2022;15603,88;-1,38;2,30932518;2309325,18;0,88129;-0,061;89,75;;;
24/01/2022;15011,13;3,58;2,34945053;2349450,53;0,88425;-0,1;87,74;;;
25/01/2022;15123,87;2,54;2,35799118;2357991,18;0,887;-0,081;89,49;;;
26/01/2022;15459,39;1,75;2,38201337;2382013,37;0,88633;-0,07;91,22;;;
27/01/2022;15524,27;2,91;2,37189053;2371890,53;0,89694;-0,057;90,7;;;
28/01/2022;15318,95;3,41;2,33376025;2333760,25;0,89562;-0,044;91,47;;;
31/01/2022;15471,2;0,87;2,09619622;2096196,22;0,89206;0,014;92,35;;;
01/02/2022;15619,39;2,23;2,03109956;2031099,56;0,88897;0,034;90,24;;;
02/02/2022;15613,77;3,72;1,96772784;1967727,84;0,88523;0,035;91,43;;;
03/02/2022;15368,47;2,62;2,00831831;2008318,31;0,87585;0,149;92,99;;;
04/02/2022;15099,56;5,26;1,99794016;1997940,16;0,8739;0,207;96,86;;;
07/02/2022;15206,64;2,98;1,95676816;1956768,16;0,87371;0,222;97,28;;;
08/02/2022;15242,38;5,08;1,94783469;1947834,69;0,87566;0,264;96,07;;;
09/02/2022;15482,01;8,1;1,96004972;1960049,72;0,87501;0,22;94,95;;;
10/02/2022;15490,44;6,4;1,96228693;1962286,93;0,87203;0,292;96,37;;;
11/02/2022;15425,12;2,83;2,02371467;2023714,67;0,87692;0,29;97,5;;;
14/02/2022;15113,97;4,48;2,16135154;2161351,54;0,88429;0,274;101,66;;;
15/02/2022;15412,71;5,16;2,1804837;2180483,7;0,88055;0,311;98,43;;;
16/02/2022;15370,3;6,41;2,12765115;2127651,15;0,87993;0,274;97,44;;;
17/02/2022;15267,63;8,01;2,00329583;2003295,83;0,87962;0,231;95,28;;;
18/02/2022;15042,51;5,76;1,89897025;1898970,25;0,88172;0,206;96,18;;;
21/02/2022;14731,12;5,23;1,71567369;1715673,69;0,88215;0,201;98,95;;;
22/02/2022;14693;4,8;1,68843417;1688434,17;0,88226;0,241;98,73;;;
23/02/2022;14631,36;4,9;1,73311058;1733110,58;0,88304;0,224;99,29;;;
24/02/2022;14052,1;4,52;1,81308287;1813082,87;0,89977;0,169;101,29;;;
25/02/2022;14567,23;3,71;1,8791485;1879148,5;0,88924;0,224;98,56;;;
28/02/2022;14461,02;-0,06;2,2372777;2237277,7;0,89031;0,156;103,08;;;
01/03/2022;13904,85;0,06;2,3028024;2302802,4;0,89755;-0,069;110,93;;;
02/03/2022;14000,11;1,85;2,36658535;2366585,35;0,90355;0,01;118,94;;;
03/03/2022;13698,4;0,31;2,42461214;2424612,14;0,90395;0,019;115,36;;;
04/03/2022;13094,54;1,1;2,47063752;2470637,52;0,91579;-0,101;123,86;;;
07/03/2022;12834,65;1,65;2,48442603;2484426,03;0,9195;-0,01;129,02;;;
08/03/2022;12831,51;3,67;2,47000689;2470006,89;0,91933;0,11;133,18;;;
09/03/2022;13847,93;3,59;2,44060088;2440600,88;0,90535;0,19;116,58;;;
10/03/2022;13442,1;1,94;2,39428174;2394281,74;0,90756;0,273;114,54;;;
11/03/2022;13628,11;0,39;2,30871188;2308711,88;0,91187;0,27;118,11;;;
14/03/2022;13929,11;4,23;2,0849986;2084998,6;0,91075;0,375;110,39;;;
15/03/2022;13917,27;6,2;2,08592989;2085929,89;0,91129;0,329;105,14;;;
16/03/2022;14440,74;5,86;2,0707234;2070723,4;0,90963;0,397;104,61;;;
17/03/2022;14388,06;5,96;2,06731906;2067319,06;0,90013;0,391;113,5;;;
18/03/2022;14413,09;6,31;2,10112995;2101129,95;0,9051;0,37;114,32;;;
